"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary.Quote","Stock.Exchange"
"OAS","Oasis Petroleum Inc.","5.52","$767.93M","2010","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/oas","NYSE"
"OXY","Occidental Petroleum Corporation","63.8","$48.73B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/oxy","NYSE"
"OII","Oceaneering International, Inc.","33.54","$3.28B","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/oii","NYSE"
"OZM","Och-Ziff Capital Management Group LLC","5.21","$2.47B","2007","Finance","Investment Managers","http://www.nasdaq.com/symbol/ozm","NYSE"
"OCIP","OCI Partners LP","6.55","$569.83M","2013","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ocip","NYSE"
"OCN","Ocwen Financial Corporation","5.44","$682.12M","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ocn","NYSE"
"OFG","OFG Bancorp","5.5","$241.27M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ofg","NYSE"
"OFG^A","OFG Bancorp","15.78","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ofg^a","NYSE"
"OFG^B","OFG Bancorp","15.2659","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ofg^b","NYSE"
"OFG^D","OFG Bancorp","14.9","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ofg^d","NYSE"
"OGE","OGE Energy Corporation","24.78","$4.95B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/oge","NYSE"
"OIBR","Oi S.A.","0.3634","$254.56M","2014","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/oibr","NYSE"
"OIBR.C","Oi S.A.","n/a","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/oibr.c","NYSE"
"OIS","Oil States International, Inc.","27.03","$1.37B","2001","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/ois","NYSE"
"ODC","Oil-Dri Corporation Of America","36.99","$267.96M","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/odc","NYSE"
"ORI","Old Republic International Corporation","18.08","$4.73B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ori","NYSE"
"OLN","Olin Corporation","14.87","$2.46B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/oln","NYSE"
"OMAM","OM Asset Management plc","11.38","$1.37B","2014","Finance","Investment Managers","http://www.nasdaq.com/symbol/omam","NYSE"
"OHI","Omega Healthcare Investors, Inc.","34.36","$6.43B","1992","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ohi","NYSE"
"OME","Omega Protein Corporation","21.05","$468.28M","1998","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ome","NYSE"
"OMC","Omnicom Group Inc.","70.61","$17.11B","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/omc","NYSE"
"OMN","OMNOVA Solutions Inc.","5.1","$233.68M","n/a","Basic Industries","Specialty Chemicals","http://www.nasdaq.com/symbol/omn","NYSE"
"ASGN","On Assignment, Inc.","37.8","$2B","1992","Technology","Professional Services","http://www.nasdaq.com/symbol/asgn","NYSE"
"ONDK","On Deck Capital, Inc.","8.34","$583.59M","2014","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ondk","NYSE"
"OGS","ONE Gas, Inc.","52.67","$2.75B","2014","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/ogs","NYSE"
"OLP","One Liberty Properties, Inc.","20.4","$340.76M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/olp","NYSE"
"OB","OneBeacon Insurance Group, Ltd.","12.39","$1.18B","2006","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ob","NYSE"
"OMF","OneMain Holdings, Inc.","29.53","$3.97B","2013","n/a","n/a","http://www.nasdaq.com/symbol/omf","NYSE"
"OKS","ONEOK Partners, L.P.","27.26","$7.79B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/oks","NYSE"
"OKE","ONEOK, Inc.","25.1","$5.25B","n/a","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/oke","NYSE"
"OOMA","Ooma, Inc.","7.17","$120.77M","2015","Technology","EDP Services","http://www.nasdaq.com/symbol/ooma","NYSE"
"OPK","Opko Health Inc","8.24","$4.49B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/opk","NYSE"
"OPWR","Opower, Inc.","9.3","$481.91M","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/opwr","NYSE"
"OPY","Oppenheimer Holdings, Inc.","14.34","$192.63M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/opy","NYSE"
"ORCL","Oracle Corporation","34.8","$146.2B","1986","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/orcl","NYSE"
"ORAN","Orange","17.13","$45.37B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/oran","NYSE"
"OA","Orbital ATK, Inc.","87.24","$5.13B","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/oa","NYSE"
"ORC","Orchid Island Capital, Inc.","8.74","$190.25M","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/orc","NYSE"
"OEC","Orion Engineered Carbons S.A","11.67","$695.94M","2014","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/oec","NYSE"
"ORN","Orion Marine Group Inc","3.51","$95.76M","n/a","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/orn","NYSE"
"IX","Orix Corp Ads","65.87","$17.27B","n/a","Finance","Diversified Financial Services","http://www.nasdaq.com/symbol/ix","NYSE"
"ORA","Ormat Technologies, Inc.","34.56","$1.69B","2004","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ora","NYSE"
"OSK","Oshkosh Corporation","33.67","$2.52B","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/osk","NYSE"
"OUT","OUTFRONT Media Inc.","21.85","$3.01B","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/out","NYSE"
"OMI","Owens & Minor, Inc.","34.01","$2.14B","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/omi","NYSE"
"OC","Owens Corning Inc","44.92","$5.24B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/oc","NYSE"
"OI","Owens-Illinois, Inc.","12.87","$2.07B","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/oi","NYSE"
"OXM","Oxford Industries, Inc.","61.49","$1.02B","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/oxm","NYSE"
"PAI","Pacific American Income Shares, Inc.","12.79","$121.02M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pai","NYSE"
"ROYT","Pacific Coast Oil Trust","0.86","$33.18M","2012","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/royt","NYSE"
"PACD","Pacific Drilling S.A.","0.43","$90.59M","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pacd","NYSE"
"PCG","Pacific Gas & Electric Co.","52.36","$25.68B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/pcg","NYSE"
"PKG","Packaging Corporation of America","57.66","$5.59B","2000","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/pkg","NYSE"
"PANW","Palo Alto Networks, Inc.","148.5","$12.76B","2012","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/panw","NYSE"
"PAM","Pampa Energia S.A.","20.62","$1.08B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/pam","NYSE"
"P","Pandora Media, Inc.","9.73","$2.08B","2011","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/p","NYSE"
"PHX","Panhandle Royalty Company","14.18","$234.83M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/phx","NYSE"
"PAR","PAR Technology Corporation","5.55","$95.79M","n/a","Miscellaneous","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/par","NYSE"
"PGRE","Paramount Group, Inc.","16.9","$3.58B","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/pgre","NYSE"
"PKE","Park Electrochemical Corporation","15.91","$322.23M","n/a","Technology","Electrical Products","http://www.nasdaq.com/symbol/pke","NYSE"
"PKD","Parker Drilling Company","1.37","$168.76M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pkd","NYSE"
"PH","Parker-Hannifin Corporation","89.82","$12.21B","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/ph","NYSE"
"PKY","Parkway Properties, Inc.","13.39","$1.55B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/pky","NYSE"
"PE","Parsley Energy, Inc.","17.23","$2.69B","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pe","NYSE"
"PRE","PartnerRe Ltd.","140.07","$6.71B","1993","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/pre","NYSE"
"PRE^D","PartnerRe Ltd.","27.62","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pre^d","NYSE"
"PRE^E","PartnerRe Ltd.","28.8831","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pre^e","NYSE"
"PRE^F","PartnerRe Ltd.","26.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pre^f","NYSE"
"PRTY","Party City Holdco Inc.","9.51","$1.13B","2015","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/prty","NYSE"
"PN","Patriot National, Inc.","6.37","$172.31M","2015","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/pn","NYSE"
"PAYC","Paycom Software, Inc.","32.3","$1.91B","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/payc","NYSE"
"PBF","PBF Energy Inc.","35.54","$3.65B","2012","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/pbf","NYSE"
"PBFX","PBF Logistics LP","18.6","$638.96M","2014","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/pbfx","NYSE"
"BTU","Peabody Energy Corporation","3.45","$63.83M","2001","Energy","Coal Mining","http://www.nasdaq.com/symbol/btu","NYSE"
"PSO","Pearson, Plc","10.86","$8.9B","n/a","Consumer Services","Books","http://www.nasdaq.com/symbol/pso","NYSE"
"PEB","Pebblebrook Hotel Trust","23.4","$1.68B","2009","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/peb","NYSE"
"PEB^A","Pebblebrook Hotel Trust","25.16","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/peb^a","NYSE"
"PEB^B","Pebblebrook Hotel Trust","25.39","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/peb^b","NYSE"
"PEB^C","Pebblebrook Hotel Trust","23.7","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/peb^c","NYSE"
"PBA","Pembina Pipeline Corp.","21.54","$8.04B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pba","NYSE"
"PGH","Pengrowth Energy Corporation","0.5934","$322.24M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pgh","NYSE"
"PWE","Penn West Petroleum Ltd","0.725","$364.07M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pwe","NYSE"
"PNTA","PennantPark Investment Corporation","24.05","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pnta","NYSE"
"PEI","Pennsylvania Real Estate Investment Trust","20","$1.38B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/pei","NYSE"
"PEI^A","Pennsylvania Real Estate Investment Trust","25.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pei^a","NYSE"
"PEI^B","Pennsylvania Real Estate Investment Trust","25.5345","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pei^b","NYSE"
"PFSI","PennyMac Financial Services, Inc.","12.17","$266.36M","2013","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/pfsi","NYSE"
"PMT","PennyMac Mortgage Investment Trust","13.4","$988.48M","2009","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/pmt","NYSE"
"PAG","Penske Automotive Group, Inc.","33.41","$3.01B","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/pag","NYSE"
"PNR","Pentair plc.","44.1","$7.07B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/pnr","NYSE"
"PEN","Penumbra, Inc.","44.81","$1.34B","2015","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/pen","NYSE"
"PBY","Pep Boys-Manny, Moe & Jack (The)","18.48","$1B","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/pby","NYSE"
"POM","PEPCO Holdings, Inc.","26.26","$6.66B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/pom","NYSE"
"PEP","Pepsico, Inc.","95.85","$139.64B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/pep","NYSE"
"PFGC","Performance Food Group Company","21.99","$2.26B","2015","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/pfgc","NYSE"
"PSG","Performance Sports Group Ltd","7.11","$323.98M","2014","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/psg","NYSE"
"PKI","PerkinElmer, Inc.","49.13","$5.5B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/pki","NYSE"
"PBT","Permian Basin Royalty Trust","5.02","$233.98M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pbt","NYSE"
"PRGO","Perrigo Company","148.58","$21.75B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/prgo","NYSE"
"PZE","Petrobras Argentina S.A.","5.69","$1.15B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pze","NYSE"
"PTR","PetroChina Company Limited","59.33","$108.59B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ptr","NYSE"
"PBR","Petroleo Brasileiro S.A.- Petrobras","3.03","$19.76B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pbr","NYSE"
"PBR.A","Petroleo Brasileiro S.A.- Petrobras","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pbr.a","NYSE"
"PQ","Petroquest Energy Inc","0.44","$29.02M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pq","NYSE"
"PFE","Pfizer, Inc.","30.71","$189.57B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pfe","NYSE"
"PMC","Pharmerica Corporation","30.32","$923.39M","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/pmc","NYSE"
"PHH","PHH Corp","12.8","$766.07M","2002","Finance","Diversified Financial Services","http://www.nasdaq.com/symbol/phh","NYSE"
"PM","Philip Morris International Inc","86.87","$134.59B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/pm","NYSE"
"PHI","Philippine Long Distance Telephone Company","42.47","$28.29B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/phi","NYSE"
"PSX","Phillips 66","80.03","$42.69B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/psx","NYSE"
"PSXP","Phillips 66 Partners LP","59.05","$4.84B","2013","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/psxp","NYSE"
"PFX","Phoenix Companies, Inc. (The)","15.43","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/pfx","NYSE"
"PNX","Phoenix Companies, Inc. (The)","35.67","$206.89M","2001","Finance","Life Insurance","http://www.nasdaq.com/symbol/pnx","NYSE"
"FENG","Phoenix New Media Limited","4.71","$335.17M","2011","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/feng","NYSE"
"DOC","Physicians Realty Trust","16.74","$1.46B","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/doc","NYSE"
"PNY","Piedmont Natural Gas Company, Inc.","57.97","$4.69B","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/pny","NYSE"
"PDM","Piedmont Office Realty Trust, Inc.","17.91","$2.61B","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/pdm","NYSE"
"PIR","Pier 1 Imports, Inc.","4.27","$357.26M","n/a","Consumer Services","Home Furnishings","http://www.nasdaq.com/symbol/pir","NYSE"
"PCQ","PIMCO California Municipal Income Fund","15.86","$246.6M","2001","n/a","n/a","http://www.nasdaq.com/symbol/pcq","NYSE"
"PCK","Pimco California Municipal Income Fund II","10.04","$317.92M","2002","n/a","n/a","http://www.nasdaq.com/symbol/pck","NYSE"
"PZC","PIMCO California Municipal Income Fund III","12.04","$265.71M","2002","n/a","n/a","http://www.nasdaq.com/symbol/pzc","NYSE"
"PCM","PIMCO Commercial Mortgage Securities Trust, Inc.","8.79","$101.26M","1993","n/a","n/a","http://www.nasdaq.com/symbol/pcm","NYSE"
"PTY","Pimco Corporate & Income Opportunity Fund","12.49","$873.09M","2002","n/a","n/a","http://www.nasdaq.com/symbol/pty","NYSE"
"PCN","Pimco Corporate & Income Stategy Fund","13.02","$499.6M","2001","n/a","n/a","http://www.nasdaq.com/symbol/pcn","NYSE"
"PCI","PIMCO Dynamic Credit Income Fund","17.16","$2.35B","2013","n/a","n/a","http://www.nasdaq.com/symbol/pci","NYSE"
"PDI","PIMCO Dynamic Income Fund","26.44","$1.2B","2012","n/a","n/a","http://www.nasdaq.com/symbol/pdi","NYSE"
"PGP","Pimco Global Stocksplus & Income Fund","16.67","$173.95M","2005","n/a","n/a","http://www.nasdaq.com/symbol/pgp","NYSE"
"PHK","Pimco High Income Fund","7.63","$947.27M","2003","n/a","n/a","http://www.nasdaq.com/symbol/phk","NYSE"
"PKO","Pimco Income Opportunity Fund","19.41","$289.81M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pko","NYSE"
"PFL","PIMCO Income Strategy Fund","9.12","$229.14M","2003","n/a","n/a","http://www.nasdaq.com/symbol/pfl","NYSE"
"PFN","PIMCO Income Strategy Fund II","8.24","$207.58M","2004","n/a","n/a","http://www.nasdaq.com/symbol/pfn","NYSE"
"PMF","PIMCO Municipal Income Fund","15.4499","$392.36M","2001","n/a","n/a","http://www.nasdaq.com/symbol/pmf","NYSE"
"PML","Pimco Municipal Income Fund II","12.72","$777.36M","2002","n/a","n/a","http://www.nasdaq.com/symbol/pml","NYSE"
"PMX","PIMCO Municipal Income Fund III","11.75","$382.4M","2002","n/a","n/a","http://www.nasdaq.com/symbol/pmx","NYSE"
"PNF","PIMCO New York Municipal Income Fund","11.84","$91.11M","2001","n/a","n/a","http://www.nasdaq.com/symbol/pnf","NYSE"
"PNI","Pimco New York Municipal Income Fund II","12.62","$138.2M","2002","n/a","n/a","http://www.nasdaq.com/symbol/pni","NYSE"
"PYN","PIMCO New York Municipal Income Fund III","10.13","$57.24M","2002","n/a","n/a","http://www.nasdaq.com/symbol/pyn","NYSE"
"RCS","PIMCO Strategic Income Fund, Inc.","8.3","$86.61M","1994","n/a","n/a","http://www.nasdaq.com/symbol/rcs","NYSE"
"PF","Pinnacle Foods, Inc.","42.09","$4.91B","2013","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/pf","NYSE"
"PNW","Pinnacle West Capital Corporation","64.1","$7.11B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/pnw","NYSE"
"PES","Pioneer Energy Services Corp.","1.23","$79.33M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pes","NYSE"
"PHD","Pioneer Floating Rate Trust","10.3532","$256.12M","2004","n/a","n/a","http://www.nasdaq.com/symbol/phd","NYSE"
"PHT","Pioneer High Income Trust","8.83","$256.09M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pht","NYSE"
"MAV","Pioneer Municipal High Income Advantage Trust","13.6","$322.64M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mav","NYSE"
"MHI","Pioneer Municipal High Income Trust","13.03","$296.28M","2003","n/a","n/a","http://www.nasdaq.com/symbol/mhi","NYSE"
"PXD","Pioneer Natural Resources Company","113.5","$16.95B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pxd","NYSE"
"PJC","Piper Jaffray Companies","33.79","$513.18M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/pjc","NYSE"
"PBI","Pitney Bowes Inc.","18.73","$3.69B","n/a","Miscellaneous","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/pbi","NYSE"
