"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary.Quote","Stock.Exchange"
"RDUS","Radius Health, Inc.","35.74","$1.53B","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rdus","NASDAQ"
"RDNT","RadNet, Inc.","5.67","$261.5M","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/rdnt","NASDAQ"
"RDWR","Radware Ltd.","13.49","$611.04M","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rdwr","NASDAQ"
"RMBS","Rambus, Inc.","11.4","$1.33B","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/rmbs","NASDAQ"
"RAND","Rand Capital Corporation","3.65","$23.1M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rand","NASDAQ"
"RLOG","Rand Logistics, Inc.","1.07","$19.46M","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/rlog","NASDAQ"
"GOLD","Randgold Resources Limited","65.67","$6.12B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/gold","NASDAQ"
"RPD","Rapid7, Inc.","13.83","$575.24M","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/rpd","NASDAQ"
"RPTP","Raptor Pharmaceutical Corp.","3.45","$293.6M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rptp","NASDAQ"
"RAVE","Rave Restaurant Group, Inc.","5.84","$60.23M","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/rave","NASDAQ"
"RAVN","Raven Industries, Inc.","14.72","$537.37M","n/a","Capital Goods","Specialty Chemicals","http://www.nasdaq.com/symbol/ravn","NASDAQ"
"ROLL","RBC Bearings Incorporated","57.1","$1.34B","2005","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/roll","NASDAQ"
"RICK","RCI Hospitality Holdings, Inc.","8.44","$86.03M","1995","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/rick","NASDAQ"
"RCMT","RCM Technologies, Inc.","4.86","$59.66M","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/rcmt","NASDAQ"
"RLOC","ReachLocal, Inc.","1.67","$49.13M","2010","Technology","Advertising","http://www.nasdaq.com/symbol/rloc","NASDAQ"
"RDI","Reading International Inc","10.98","$256.09M","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/rdi","NASDAQ"
"RDIB","Reading International Inc","13.03","$292.95M","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/rdib","NASDAQ"
"RGSE","Real Goods Solar, Inc.","0.59","$7.25M","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/rgse","NASDAQ"
"RELY","Real Industry, Inc. ","6.34","$183.17M","n/a","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/rely","NASDAQ"
"RNWK","RealNetworks, Inc.","3.79","$137.39M","1997","Technology","EDP Services","http://www.nasdaq.com/symbol/rnwk","NASDAQ"
"RP","RealPage, Inc.","20.21","$1.58B","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/rp","NASDAQ"
"UTES","Reaves Utilities ETF","26.576","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/utes","NASDAQ"
"DAX","Recon Capital DAX Germany ETF","22.818","$13.69M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dax","NASDAQ"
"UK","Recon Capital FTSE 100 ETF","19.11","$955,500 ","n/a","n/a","n/a","http://www.nasdaq.com/symbol/uk","NASDAQ"
"QYLD","Recon Capital NASDAQ-100 Covered Call ETF","21.46","$17.17M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qyld","NASDAQ"
"RCON","Recon Technology, Ltd.","1.56","$8.49M","2009","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/rcon","NASDAQ"
"REPH","Recro Pharma, Inc.","7.79","$71.86M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/reph","NASDAQ"
"RRGB","Red Robin Gourmet Burgers, Inc.","61.89","$862M","2002","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/rrgb","NASDAQ"
"RDHL","Redhill Biopharma Ltd.","9.99","$87.8M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rdhl","NASDAQ"
"REDF","Rediff.com India Limited","0.6","$16.55M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/redf","NASDAQ"
"REGN","Regeneron Pharmaceuticals, Inc.","482.99","$50.26B","1991","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/regn","NASDAQ"
"RGNX","REGENXBIO Inc.","12.69","$333.92M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/rgnx","NASDAQ"
"DFVL","region","68.02","$2.04M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dfvl","NASDAQ"
"DFVS","region","28.19","$1.42M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dfvs","NASDAQ"
"DGLD","region","84.33","$11.47M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/dgld","NASDAQ"
"DLBL","region","76.7","$4.32M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dlbl","NASDAQ"
"DLBS","region","18.5763","$15.41M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dlbs","NASDAQ"
"DSLV","region","66.7","$37.81M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/dslv","NASDAQ"
"DTUL","region","64.85","$4.64M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtul","NASDAQ"
"DTUS","region","30.5","$11.41M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtus","NASDAQ"
"DTYL","region","74.81","$5.39M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtyl","NASDAQ"
"DTYS","region","17.3653","$54.55M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtys","NASDAQ"
"FLAT","region","61.398","$5.1M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/flat","NASDAQ"
"SLVO","region","9.32","$7.92M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/slvo","NASDAQ"
"STPP","region","33.9","$13.8M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/stpp","NASDAQ"
"TAPR","region","28.18","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/tapr","NASDAQ"
"TVIX","region","9.16","$127.53M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/tvix","NASDAQ"
"TVIZ","region","16.98","$721,514.16 ","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/tviz","NASDAQ"
"UGLD","region","8.12","$8M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ugld","NASDAQ"
"USLV","region","10.15","$19.92M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/uslv","NASDAQ"
"VIIX","region","33.79","$5.68M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/viix","NASDAQ"
"VIIZ","region","17.34","$2.17M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/viiz","NASDAQ"
"XIV","region","19.54","$303.14M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/xiv","NASDAQ"
"ZIV","region","36.15","$33.26M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ziv","NASDAQ"
"RGLS","Regulus Therapeutics Inc.","6.44","$337.09M","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rgls","NASDAQ"
"REIS","Reis, Inc","21.76","$244.78M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/reis","NASDAQ"
"RELV","Reliv&#39; International, Inc.","0.85","$10.98M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/relv","NASDAQ"
"RLYP","Relypsa, Inc.","19.61","$817.57M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rlyp","NASDAQ"
"MARK","Remark Media, Inc.","4.31","$83.77M","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/mark","NASDAQ"
"RNST","Renasant Corporation","30.86","$1.24B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/rnst","NASDAQ"
"REGI","Renewable Energy Group, Inc.","6.61","$289.75M","2012","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/regi","NASDAQ"
"RNVA","Rennova Health, Inc.","0.85","$11.7M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/rnva","NASDAQ"
"RNVAW","Rennova Health, Inc.","n/a","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/rnvaw","NASDAQ"
"RCII","Rent-A-Center Inc.","13.52","$717.48M","1995","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/rcii","NASDAQ"
"RTK","Rentech, Inc.","2.19","$50.39M","1991","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/rtk","NASDAQ"
"RENT","Rentrak Corporation","46.82","$719.82M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rent","NASDAQ"
"RGEN","Repligen Corporation","23.91","$787.68M","1986","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/rgen","NASDAQ"
"RPRX","Repros Therapeutics Inc.","1.03","$25.05M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/rprx","NASDAQ"
"RPRXW","Repros Therapeutics Inc.","0.95","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/rprxw","NASDAQ"
"RPRXZ","Repros Therapeutics Inc.","0.24","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/rprxz","NASDAQ"
"RJET","Republic Airways Holdings, Inc.","1.94","$98.74M","2004","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/rjet","NASDAQ"
"RBCAA","Republic Bancorp, Inc.","23.76","$495.48M","1998","Finance","Major Banks","http://www.nasdaq.com/symbol/rbcaa","NASDAQ"
"FRBK","Republic First Bancorp, Inc.","4.16","$157.31M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/frbk","NASDAQ"
"REFR","Research Frontiers Incorporated","4.52","$108.68M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/refr","NASDAQ"
"RESN","Resonant Inc.","2.07","$14.94M","2014","Technology","Semiconductors","http://www.nasdaq.com/symbol/resn","NASDAQ"
"REXI","Resource America, Inc.","4.35","$92.09M","n/a","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/rexi","NASDAQ"
"RECN","Resources Connection, Inc.","14.8","$549.58M","2000","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/recn","NASDAQ"
"ROIC","Retail Opportunity Investments Corp.","18.05","$1.8B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/roic","NASDAQ"
"SALE","RetailMeNot, Inc.","9","$471.73M","2013","Consumer Services","Advertising","http://www.nasdaq.com/symbol/sale","NASDAQ"
"RTRX","Retrophin, Inc.","16.7","$603.69M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rtrx","NASDAQ"
"RVNC","Revance Therapeutics, Inc.","22.76","$638.7M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rvnc","NASDAQ"
"RVLT","Revolution Lighting Technologies, Inc.","0.74","$116.57M","n/a","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/rvlt","NASDAQ"
"RWLK","ReWalk Robotics Ltd","10.62","$128.99M","2014","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/rwlk","NASDAQ"
"REXX","Rex Energy Corporation","0.7765","$43.28M","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rexx","NASDAQ"
"RFIL","RF Industries, Ltd.","4.2","$36M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/rfil","NASDAQ"
"RGCO","RGC Resources Inc.","21.23","$100.86M","n/a","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/rgco","NASDAQ"
"RIBT","RiceBran Technologies","1.9968","$19.03M","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ribt","NASDAQ"
"RIBTW","RiceBran Technologies","0.6","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ribtw","NASDAQ"
"RELL","Richardson Electronics, Ltd.","5.35","$68.71M","1983","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/rell","NASDAQ"
"RIGL","Rigel Pharmaceuticals, Inc.","2.71","$239.91M","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rigl","NASDAQ"
"NAME","Rightside Group, Ltd.","8.48","$161.01M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/name","NASDAQ"
"RNET","RigNet, Inc.","15","$266.36M","2010","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/rnet","NASDAQ"
"RITT","RIT Technologies Ltd.","1.2","$18.65M","1997","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/ritt","NASDAQ"
"RITTW","RIT Technologies Ltd.","0.2999","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/rittw","NASDAQ"
"RTTR","Ritter Pharmaceuticals, Inc.","1.36","$10.6M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rttr","NASDAQ"
"RIVR","River Valley Bancorp.","33.58","$84.41M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/rivr","NASDAQ"
"RVSB","Riverview Bancorp Inc","4.5","$101.29M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/rvsb","NASDAQ"
"RLJE","RLJ Entertainment, Inc.","0.5599","$7.21M","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/rlje","NASDAQ"
"RMGN","RMG Networks Holding Corporation","0.7232","$26.67M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rmgn","NASDAQ"
"ROBO","Robo-Stox Global Robotics and Automation Index ETF","21.7","$99.82M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/robo","NASDAQ"
"FUEL","Rocket Fuel Inc.","3.29","$141.55M","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/fuel","NASDAQ"
"RMTI","Rockwell Medical, Inc.","7.41","$378.49M","1998","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/rmti","NASDAQ"
"RCKY","Rocky Brands, Inc.","10.36","$78.4M","1993","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/rcky","NASDAQ"
"RMCF","Rocky Mountain Chocolate Factory, Inc.","10.6133","$61.98M","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/rmcf","NASDAQ"
"RSTI","Rofin-Sinar Technologies, Inc.","23.96","$679.51M","1996","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/rsti","NASDAQ"
"ROKA","Roka Bioscience, Inc.","0.94","$16.99M","2014","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/roka","NASDAQ"
"ROSG","Rosetta Genomics Ltd.","0.83","$12.32M","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rosg","NASDAQ"
"ROST","Ross Stores, Inc.","54.14","$21.93B","1985","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/rost","NASDAQ"
"ROVI","Rovi Corporation","18.29","$1.51B","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/rovi","NASDAQ"
"RBPAA","Royal Bancshares of Pennsylvania, Inc.","1.99","$55.57M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/rbpaa","NASDAQ"
"RGLD","Royal Gold, Inc.","26.44","$1.73B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/rgld","NASDAQ"
"RPXC","RPX Corporation","10.69","$581.39M","2011","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/rpxc","NASDAQ"
"RRM","RR Media Ltd.","8.64","$150.27M","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/rrm","NASDAQ"
"RTIX","RTI Surgical, Inc.","3.4","$196.48M","2000","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/rtix","NASDAQ"
"RBCN","Rubicon Technology, Inc.","1.04","$27.25M","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/rbcn","NASDAQ"
"RUSHA","Rush Enterprises, Inc.","18.8","$758.97M","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/rusha","NASDAQ"
"RUSHB","Rush Enterprises, Inc.","18.67","$753.72M","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/rushb","NASDAQ"
"RUTH","Ruth&#39;s Hospitality Group, Inc.","16.3","$570.63M","2005","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/ruth","NASDAQ"
"RXII","RXI Pharmaceuticals Corporation","0.303","$19.8M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rxii","NASDAQ"
"RYAAY","Ryanair Holdings plc","82.68","$21.82B","1997","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/ryaay","NASDAQ"
"STBA","S&T Bancorp, Inc.","26.68","$928.77M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/stba","NASDAQ"
"SANW","S&W Seed Company","4.14","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/sanw","NASDAQ"
"SBRA","Sabra Healthcare REIT, Inc.","20.05","$1.31B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sbra","NASDAQ"
"SBRAP","Sabra Healthcare REIT, Inc.","25.6","$147.2M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sbrap","NASDAQ"
"SABR","Sabre Corporation","25.98","$7.21B","2014","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/sabr","NASDAQ"
"SAEX","SAExploration Holdings, Inc.","1.6819","$29.21M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/saex","NASDAQ"
"SAFT","Safety Insurance Group, Inc.","54.69","$825.44M","2002","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/saft","NASDAQ"
"SAGE","Sage Therapeutics, Inc.","39.85","$1.15B","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sage","NASDAQ"
"SGNT","Sagent Pharmaceuticals, Inc.","16.08","$527.22M","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sgnt","NASDAQ"
"SAIA","Saia, Inc.","20.92","$525.86M","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/saia","NASDAQ"
"SAJA","Sajan, Inc.","3.4999","$16.74M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/saja","NASDAQ"
"SALM","Salem Media Group, Inc.","3.85","$98.03M","1999","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/salm","NASDAQ"
"SAL","Salisbury Bancorp, Inc.","31.698","$86.65M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/sal","NASDAQ"
"SAFM","Sanderson Farms, Inc.","77.54","$1.75B","1987","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/safm","NASDAQ"
"SNDK","SanDisk Corporation","67.42","$13.53B","1995","Technology","Electronic Components","http://www.nasdaq.com/symbol/sndk","NASDAQ"
"SASR","Sandy Spring Bancorp, Inc.","26.29","$640.47M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sasr","NASDAQ"
"SGMO","Sangamo BioSciences, Inc.","6.75","$472.82M","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/sgmo","NASDAQ"
"SANM","Sanmina Corporation","17.26","$1.35B","1993","Technology","Electrical Products","http://www.nasdaq.com/symbol/sanm","NASDAQ"
"GCVRZ","Sanofi","0.14","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gcvrz","NASDAQ"
"SPNS","Sapiens International Corporation N.V.","9.66","$463.02M","1992","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/spns","NASDAQ"
"SRPT","Sarepta Therapeutics, Inc.","12.11","$548.24M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/srpt","NASDAQ"
"SBFG","SB Financial Group, Inc.","10.3","$50.65M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbfg","NASDAQ"
"SBFGP","SB Financial Group, Inc.","12.0001","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbfgp","NASDAQ"
"SBAC","SBA Communications Corporation","94.02","$11.86B","1999","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/sbac","NASDAQ"
"SCSC","ScanSource, Inc.","29.3","$784.2M","n/a","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/scsc","NASDAQ"
"SMIT","Schmitt Industries, Inc.","2.08","$6.23M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/smit","NASDAQ"
"SCHN","Schnitzer Steel Industries, Inc.","12.63","$337.8M","1993","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/schn","NASDAQ"
"SCHL","Scholastic Corporation","33.83","$1.16B","1992","Consumer Services","Books","http://www.nasdaq.com/symbol/schl","NASDAQ"
"SCLN","SciClone Pharmaceuticals, Inc.","8.17","$403.41M","1992","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/scln","NASDAQ"
"SGMS","Scientific Games Corp","5.86","$505.32M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/sgms","NASDAQ"
"SQI","SciQuest, Inc.","12.83","$356.87M","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/sqi","NASDAQ"
"SCYX","SCYNEXIS, Inc.","4.8","$66.75M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/scyx","NASDAQ"
"SEAC","SeaChange International, Inc.","6.08","$204.86M","1996","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/seac","NASDAQ"
"SBCF","Seacoast Banking Corporation of Florida","14.03","$481.88M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbcf","NASDAQ"
"STX","Seagate Technology PLC","27.93","$8.35B","2002","Technology","Electronic Components","http://www.nasdaq.com/symbol/stx","NASDAQ"
"SHIP","Seanergy Maritime Holdings Corp","2.5101","$2M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/ship","NASDAQ"
"SRSC","Sears Canada Inc. ","4.01","$408.53M","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/srsc","NASDAQ"
"SHLD","Sears Holdings Corporation","18.03","$1.92B","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/shld","NASDAQ"
"SHLDW","Sears Holdings Corporation","7","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/shldw","NASDAQ"
"SHOS","Sears Hometown and Outlet Stores, Inc.","7.68","$174.5M","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/shos","NASDAQ"
"SPNE","SeaSpine Holdings Corporation","14.22","$157.88M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/spne","NASDAQ"
"SGEN","Seattle Genetics, Inc.","37.61","$5.25B","2001","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/sgen","NASDAQ"
"EYES","Second Sight Medical Products, Inc.","4.17","$149.5M","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/eyes","NASDAQ"
"SNFCA","Security National Financial Corporation","5.91","$86.36M","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/snfca","NASDAQ"
"SEIC","SEI Investments Company","44.92","$7.4B","1981","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/seic","NASDAQ"
"SLCT","Select Bancorp, Inc.","8.1","$93.77M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/slct","NASDAQ"
"SCSS","Select Comfort Corporation","19.47","$986.08M","1998","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/scss","NASDAQ"
"SIGI","Selective Insurance Group, Inc.","29.98","$1.71B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/sigi","NASDAQ"
"SELF","Self Storage Group, Inc.","3.87","$28.7M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/self","NASDAQ"
"LEDS","SemiLEDS Corporation","0.39","$11.33M","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/leds","NASDAQ"
"SMLR","Semler Scientific, Inc.","2.3021","$11.47M","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/smlr","NASDAQ"
"SMTC","Semtech Corporation","18.38","$1.19B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/smtc","NASDAQ"
"SENEA","Seneca Foods Corp.","27.98","$276.73M","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/senea","NASDAQ"
"SENEB","Seneca Foods Corp.","32.1973","$318.43M","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/seneb","NASDAQ"
"SNMX","Senomyx, Inc.","3.44","$152.89M","2004","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/snmx","NASDAQ"
"SQNM","Sequenom, Inc.","1.54","$182.6M","2000","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sqnm","NASDAQ"
"SQBG","Sequential Brands Group, Inc.","6.78","$276.47M","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/sqbg","NASDAQ"
"MCRB","Seres Therapeutics, Inc.","24.88","$971.71M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mcrb","NASDAQ"
"SREV","ServiceSource International, Inc.","4.21","$363.18M","2011","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/srev","NASDAQ"
"SFBS","ServisFirst Bancshares, Inc.","39.43","$1.02B","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/sfbs","NASDAQ"
"SEV","Sevcon, Inc.","9.14","$33.77M","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sev","NASDAQ"
"SVBI","Severn Bancorp Inc","5.14","$51.86M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/svbi","NASDAQ"
"SFXE","SFX Entertainment, Inc.","0.1116","$11.04M","2013","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/sfxe","NASDAQ"
"SGOC","SGOCO Group, Ltd","0.52","$571,833.08 ","2010","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/sgoc","NASDAQ"
